Timestamp,X-accel,Y-accel,Z-accel,X-mag,Y-mag,Z-mag,X-orien,Y-orien,Z-orien
 1297147384624,-1.0351465,8.771504,-0.6537767,-6.0625,111.1875,35.8125,203.0,-98.0,-7.0
 1297147384675,-2.1111538,9.765789,0.38136974,-6.0625,110.1875,36.8125,209.0,-78.0,-12.0
 1297147384724,-0.5720546,12.367276,2.070293,-6.5625,108.625,37.0625,199.0,-80.0,-3.0
 1297147384774,2.152015,13.252599,2.070293,-6.3125,107.375,36.5625,135.0,-77.0,9.0
 1297147384824,1.56634,12.871228,3.990762,-6.8125,106.625,37.3125,112.0,-72.0,7.0
 1297147384909,-6.428804,15.363752,0.42223078,-7.8125,111.6875,35.5625,282.0,-124.0,-29.0
 1297147384925,-10.337844,14.519291,-6.0882955,-8.0625,113.25,35.8125,270.0,-130.0,-33.0
 1297147384974,-3.9499009,9.193735,3.0645783,-8.0625,114.5,40.125,278.0,-61.0,-22.0
 1297147385024,1.56634,8.076866,0.88532263,-8.5625,117.3125,43.9375,180.0,-77.0,11.0
 1297147385075,-0.88532263,5.8567495,0.88532263,-8.5625,119.5625,43.375,177.0,-78.0,-9.0
 1297147385124,-5.434519,3.5276701,-0.6946377,-8.0625,122.375,41.125,280.0,-147.0,-57.0
 1297147385181,-5.202973,3.336985,-0.9942854,-8.0625,123.9375,39.5625,290.0,-143.0,-51.0
 1297147385224,-1.1168685,7.3141265,4.9850473,-9.0625,122.625,37.3125,320.0,-55.0,-7.0
 1297147385274,7.164303,18.196785,9.534244,-9.3125,119.8125,33.75,33.0,-57.0,19.0
 1297147385324,-6.1700177,8.349273,4.7126403,-10.0625,120.375,33.0,353.0,-47.0,-33.0
 1297147385373,-6.428804,11.34575,-1.6889231,-9.5625,121.375,32.5,281.0,-120.0,-29.0
 1297147385473,-2.7240696,8.390134,-0.14982383,-8.8125,117.8125,34.75,243.0,-108.0,-18.0
 1297147385474,-2.7240696,8.390134,-0.14982383,-8.8125,117.8125,34.75,243.0,-108.0,-18.0
 1297147385523,0.08172209,10.269742,-1.1441092,-8.5625,115.25,32.0,193.0,-96.0,0.0
 1297147385573,-1.6889231,7.0553403,-0.50395286,-8.8125,112.4375,30.6875,195.0,-104.0,-13.0
 1297147385623,-2.6014864,8.281172,-0.27240697,-8.8125,111.9375,32.0,222.0,-108.0,-17.0
 1297147385674,-2.4108016,8.539958,0.92618364,-8.3125,111.4375,30.9375,240.0,-73.0,-16.0
 1297147385757,-1.2258313,9.112013,0.5720546,-8.0625,110.9375,31.1875,203.0,-95.0,-5.0
 1297147385774,-0.8036005,9.466142,-0.6537767,-7.5625,110.1875,30.9375,196.0,-98.0,-8.0
 1297147385825,-2.1111538,11.413852,1.4165162,-7.8125,108.375,32.0,228.0,-77.0,-10.0
 1297147385874,1.879608,12.299174,1.0760075,-7.8125,107.625,33.0,162.0,-80.0,9.0
 1297147385924,1.1849703,13.375181,4.0180025,-8.0625,107.875,32.0,102.0,-73.0,5.0
 1297147385974,0.040861044,11.985906,3.990762,-8.0625,110.1875,31.75,75.0,-72.0,0.0
 1297147386023,-9.112013,16.467001,-1.334794,-8.5625,113.75,31.1875,303.0,-119.0,-29.0
 1297147386075,-3.9090397,9.112013,0.92618364,-7.3125,118.5625,34.0,271.0,-66.0,-23.0
 1297147386124,-1.2666923,8.771504,1.9477097,-7.0625,119.8125,38.0625,258.0,-75.0,-8.0
 1297147386174,0.10896278,6.4424243,0.84446156,-6.8125,123.375,39.5625,153.0,-82.0,1.0
 1297147386224,-4.140586,2.5606253,-0.040861044,-5.5625,124.6875,38.5625,258.0,-148.0,-58.0
 1297147386274,-3.718355,3.3778462,-0.5720546,-5.0625,126.9375,35.25,284.0,-127.0,-36.0
 1297147386329,-3.718355,3.3778462,-0.5720546,-5.3125,126.9375,35.25,284.0,-127.0,-12.0
 1297147386374,4.2086873,18.155924,11.563675,-5.5625,125.9375,30.1875,0.0,-56.0,11.0
 1297147386424,2.9147544,15.472715,9.112013,-5.0625,123.9375,29.4375,22.0,-58.0,9.0
 1297147386474,-7.9679036,7.164303,-1.8387469,-3.25,125.1875,28.1875,314.0,-139.0,-47.0
 1297147386526,-2.8738933,9.425281,-2.070293,-3.25,123.9375,30.4375,252.0,-111.0,-17.0
 1297147386591,-4.4810944,6.0882955,-0.9942854,-3.25,123.125,31.5,263.0,-127.0,-36.0
 1297147386624,-3.0645783,8.62168,-1.334794,-3.25,121.375,30.4375,251.0,-111.0,-19.0
 1297147386674,2.152015,10.038197,0.6537767,-3.25,118.0625,30.4375,157.0,-77.0,12.0
 1297147386724,-1.4982382,7.8589406,0.19068487,-2.25,117.0625,30.9375,183.0,-79.0,-11.0
 1297147386774,-4.2086873,7.9270425,-0.14982383,-1.25,116.8125,30.1875,251.0,-118.0,-28.0
 1297147386823,-3.214402,8.008764,0.8036005,-1.75,116.0,29.6875,264.0,-68.0,-22.0
 1297147386874,-0.84446156,9.507003,-0.46309182,-1.5,114.5,29.1875,225.0,-96.0,-5.0
 1297147386923,-1.4573772,10.460427,1.3075534,-0.75,113.5,28.1875,217.0,-79.0,-8.0
 1297147386973,-0.7627395,11.958665,2.5606253,-0.75,112.1875,30.4375,233.0,-77.0,-4.0
 1297147387023,1.4165162,13.402422,2.6423476,0.75,111.4375,30.4375,139.0,-77.0,6.0
 1297147387074,0.50395286,12.871228,4.7943625,0.75,112.4375,29.9375,64.0,-69.0,2.0
 1297147387169,-12.026767,14.519291,-4.903325,2.25,117.3125,32.25,283.0,-134.0,-40.0
 1297147387174,-9.888372,11.182305,-4.099725,2.25,117.3125,32.5,273.0,-123.0,-31.0
 1297147387224,-0.7218784,10.038197,4.0180025,3.25,118.8125,36.5625,287.0,-68.0,-4.0
 1297147387273,-0.10896278,7.6273947,0.9942854,3.25,120.875,38.8125,220.0,-83.0,-1.0
 1297147387323,-2.070293,3.636633,0.27240697,3.25,121.625,39.0625,246.0,-60.0,-30.0
 1297147387374,-5.09401,4.140586,-0.08172209,3.75,122.625,38.0625,295.0,-141.0,-51.0
 1297147387446,-2.3426998,4.5628166,-0.38136974,4.25,121.625,36.5625,268.0,-116.0,-26.0
 1297147387474,-0.7218784,7.504812,4.671779,5.0625,121.125,34.75,304.0,-58.0,-5.0
 1297147387523,6.973618,18.578154,9.915613,4.75,118.8125,34.0,21.0,-57.0,18.0
 1297147387574,-5.5571017,8.240311,5.5571017,4.25,118.0625,33.5,345.0,-46.0,-29.0
 1297147387624,-6.3607025,11.536434,0.14982383,4.0,117.3125,32.0,291.0,-61.0,-29.0
 1297147387674,-2.5333846,6.891896,-3.8681788,3.75,116.25,32.0,247.0,-124.0,-18.0
 1297147387724,-4.903325,7.43671,-0.0,3.25,116.0,33.75,266.0,-57.0,-33.0
 1297147387774,1.1849703,10.378705,-0.53119355,3.5,113.25,33.25,186.0,-97.0,7.0
 1297147387824,-1.1168685,8.499097,1.3756552,3.0,111.6875,33.0,208.0,-78.0,-7.0
 1297147387874,-2.5606253,7.9679036,0.53119355,3.25,110.9375,33.0,243.0,-72.0,-18.0
 1297147387952,-1.4982382,7.8861814,-0.42223078,3.75,108.625,31.75,232.0,-101.0,-11.0
 1297147388005,-1.6889231,8.349273,0.08172209,3.75,107.375,31.5,236.0,-75.0,-14.0
 1297147388024,-2.070293,9.302697,-0.19068487,4.25,106.875,32.0,235.0,-103.0,-13.0
 1297147388074,-1.0760075,11.264028,1.920469,4.75,105.875,32.25,228.0,-79.0,-5.0
 1297147388125,1.9477097,12.980191,0.95342433,4.5,104.3125,33.25,168.0,-81.0,9.0
 1297147388174,-0.61291564,13.402422,3.336985,4.0,103.8125,33.0,201.0,-76.0,-3.0
 1297147388224,-2.6832085,11.876944,4.2495484,3.25,104.8125,32.25,293.0,-67.0,-12.0
 1297147388307,-11.114203,14.818938,-1.4982382,1.0,109.125,31.1875,278.0,-131.0,-38.0
 1297147388323,-7.43671,10.269742,-3.9771416,0.25,110.4375,31.1875,272.0,-129.0,-34.0
 1297147388374,0.313268,10.310603,3.9090397,-0.25,113.0,35.0,312.0,-69.0,2.0
 1297147388424,-0.23154591,7.246025,0.46309182,-1.0,114.75,38.8125,225.0,-86.0,-2.0
 1297147388474,-2.3426998,3.255263,0.5720546,-1.0,117.3125,38.5625,251.0,-53.0,-35.0
 1297147388524,-4.1814466,3.8681788,0.040861044,-1.75,118.5625,36.3125,293.0,-43.0,-47.0
 1297147388580,-2.7513103,4.372132,-0.0,-2.0,119.8125,35.25,271.0,-68.0,-22.0
 1297147388623,0.3405087,10.501288,6.4015636,-2.75,118.5625,33.25,334.0,-59.0,2.0
 1297147388673,4.399372,17.733692,9.956474,-2.25,115.5,32.5,28.0,-58.0,12.0
 1297147388724,-5.8158884,8.008764,3.9090397,-2.0,116.0,31.75,338.0,-49.0,-33.0
 1297147388774,-5.47538,10.923519,-0.53119355,-2.75,116.0,30.9375,278.0,-117.0,-27.0
 1297147388872,-2.070293,11.495573,-0.3405087,-3.25,114.25,33.5,238.0,-100.0,-10.0
 1297147388874,-2.070293,11.495573,-0.3405087,-3.25,114.25,33.5,238.0,-100.0,-10.0
 1297147388925,1.6889231,9.956474,-0.46309182,-2.25,111.6875,33.5,173.0,-100.0,10.0
 1297147388974,-2.3426998,7.3141265,-0.08172209,-2.5,109.125,33.75,221.0,-108.0,-18.0
 1297147389024,-1.7570249,8.662541,-0.19068487,-3.0,107.625,34.25,221.0,-102.0,-11.0
 1297147389074,-2.4108016,7.7772183,0.92618364,-2.75,107.375,33.5,239.0,-72.0,-17.0
 1297147389149,-1.4573772,9.615966,-0.14982383,-0.75,105.0625,34.75,225.0,-99.0,-9.0
 1297147389175,-1.3075534,9.724928,0.23154591,-1.0,104.0625,35.5625,212.0,-82.0,-8.0
 1297147389223,0.6537767,12.340035,2.1111538,-1.75,102.8125,36.8125,191.0,-80.0,3.0
 1297147389273,2.7240696,12.830367,0.8036005,-1.75,100.75,36.8125,147.0,-78.0,12.0
 1297147389323,-1.2666923,13.293459,5.012288,-1.0,101.25,35.5625,248.0,-69.0,-5.0
 1297147389374,-4.862464,11.917805,2.3699405,-2.75,102.8125,33.5,260.0,-66.0,-22.0
 1297147389442,-12.721405,15.132206,-2.2201166,-3.75,106.625,32.0,273.0,-131.0,-37.0
 1297147389474,-1.2666923,9.425281,-0.61291564,-4.75,108.375,33.5,231.0,-99.0,-8.0
 1297147389525,-0.10896278,9.425281,2.7240696,-5.8125,110.6875,38.5625,131.0,-74.0,-1.0
 1297147389576,-0.7218784,4.5628166,0.7218784,-7.3125,114.25,38.3125,190.0,-77.0,-9.0
 1297147389623,-5.175732,3.1054392,0.3405087,-8.0625,116.25,35.5625,279.0,-31.0,-59.0
 1297147389674,-3.9090397,4.5219555,-0.61291564,-8.0625,117.0625,33.25,285.0,-131.0,-41.0
 1297147389723,-2.3699405,4.440233,-0.53119355,-7.8125,117.8125,32.0,266.0,-67.0,-22.0
 1297147389773,4.5219555,17.856276,11.141444,-7.3125,115.75,28.4375,12.0,-56.0,12.0
 1297147389824,2.4108016,15.976667,8.117727,-7.3125,114.5,26.375,29.0,-62.0,8.0
 1297147389874,-6.3198414,9.384419,2.0294318,-6.8125,115.0,22.8125,321.0,-55.0,-33.0
 1297147389925,-4.2086873,12.680544,-0.61291564,-7.3125,114.5,23.375,270.0,-109.0,-18.0
 1297147390008,-6.2108784,5.407278,-1.8387469,-8.8125,113.0,25.875,280.0,-130.0,-39.0
 1297147390024,-4.0588636,8.471856,-1.4982382,-8.3125,112.1875,26.375,265.0,-117.0,-25.0
 1297147390073,2.070293,10.841797,0.42223078,-8.0625,108.625,25.875,158.0,-79.0,11.0
 1297147390124,-1.9477097,7.273266,0.27240697,-7.8125,106.625,26.625,208.0,-75.0,-15.0
 1297147390174,-2.4516625,8.471856,-0.61291564,-7.8125,106.375,25.875,224.0,-107.0,-16.0
 1297147390224,-2.3426998,7.9270425,-0.10896278,-7.5625,104.5625,25.375,230.0,-106.0,-16.0
 1297147390286,-2.6423476,8.689782,0.9942854,-7.5625,103.8125,25.875,242.0,-76.0,-12.0
 1297147390324,-1.0351465,9.615966,-0.14982383,-7.3125,102.0,26.125,199.0,-96.0,-6.0
 1297147390375,-0.9125633,11.032481,2.5333846,-7.0625,100.5,26.875,209.0,-76.0,-5.0
 1297147390424,2.2609777,12.789507,0.23154591,-6.0625,98.4375,26.125,133.0,-80.0,10.0
 1297147390474,-1.4573772,14.015338,4.0588636,-6.0625,99.25,26.125,225.0,-73.0,-6.0
 1297147390584,-12.639683,14.47843,-2.0294318,-9.0625,107.625,24.625,286.0,-132.0,-41.0
 1297147390585,-12.639683,14.47843,-2.0294318,-9.0625,107.625,24.625,286.0,-132.0,-41.0
 1297147390624,-3.336985,8.390134,-0.88532263,-9.5625,111.9375,26.375,263.0,-112.0,-22.0
 1297147390674,1.8387469,9.697687,1.879608,-10.5625,114.75,32.75,114.0,-75.0,11.0
 1297147390724,-0.5720546,6.6331096,0.42223078,-11.0625,116.8125,34.75,153.0,-84.0,-5.0
 1297147390774,-4.0588636,2.7921712,0.9942854,-10.5625,120.625,33.5,279.0,-34.0,-54.0
 1297147390847,-4.1814466,4.372132,0.23154591,-9.8125,123.125,32.0,281.0,-62.0,-28.0
 1297147390874,-1.1441092,4.0588636,0.27240697,-9.3125,123.125,29.6875,254.0,-74.0,-16.0
 1297147390924,1.1168685,14.9006605,10.419566,-8.8125,121.125,26.125,351.0,-55.0,3.0
 1297147390975,5.2165933,18.34661,11.985906,-8.3125,118.5625,25.375,21.0,-55.0,13.0
 1297147391023,-8.921328,5.366417,-0.0,-8.5625,119.3125,23.875,330.0,-31.0,-59.0
 1297147391074,-6.701211,12.489859,-1.8387469,-8.5625,119.3125,23.875,288.0,-119.0,-28.0
 1297147391146,-2.2609777,6.8237944,-0.88532263,-9.5625,117.8125,27.4375,227.0,-110.0,-18.0
 1297147391174,-3.0237172,9.575105,-2.1111538,-10.5625,115.0,27.4375,232.0,-111.0,-17.0
 1297147391224,0.53119355,10.337844,0.23154591,-10.0625,111.9375,27.1875,178.0,-87.0,3.0
 1297147391274,-2.6014864,7.3958488,-0.08172209,-9.5625,109.125,26.375,224.0,-109.0,-19.0
 1297147391324,-1.9477097,8.730643,-0.61291564,-8.5625,108.625,25.125,224.0,-103.0,-13.0
 1297147391394,-2.7513103,7.9679036,-0.46309182,-8.0625,108.375,24.125,231.0,-109.0,-19.0
 1297147391424,-1.879608,9.302697,-0.10896278,-7.8125,105.0625,25.125,214.0,-98.0,-8.0
 1297147391475,-1.2666923,9.956474,0.92618364,-8.0625,102.8125,25.875,203.0,-81.0,-7.0
 1297147391526,1.3075534,11.604536,1.4165162,-8.0625,101.0,27.4375,167.0,-81.0,6.0
 1297147391575,2.3426998,13.252599,1.0351465,-7.8125,101.25,26.375,129.0,-79.0,10.0
 1297147391624,-1.0351465,12.639683,3.990762,-9.0625,102.5625,25.125,49.0,-72.0,-4.0
 1297147391685,-1.7297841,12.067628,3.7864566,-9.5625,106.375,25.375,321.0,-68.0,-20.0
 1297147391724,-10.079058,10.882658,-3.759216,-10.3125,112.1875,25.875,282.0,-135.0,-41.0
 1297147391774,-4.0180025,8.730643,0.7627395,-11.8125,114.5,28.4375,275.0,-65.0,-25.0
 1297147391823,2.1792557,9.575105,1.4982382,-11.8125,117.8125,33.5,66.0,-75.0,13.0
 1297147391873,-1.3756552,6.3198414,0.84446156,-11.3125,120.625,33.5,165.0,-76.0,-12.0
 1297147391963,-5.134871,3.568531,-0.040861044,-11.0625,125.1875,30.4375,298.0,-145.0,-55.0
 1297147391975,-4.140586,3.8681788,-0.27240697,-11.3125,125.4375,29.6875,298.0,-137.0,-47.0
 1297147392024,-2.0294318,3.9499009,0.8036005,-12.0625,125.9375,27.9375,286.0,-61.0,-27.0
 1297147392074,6.8237944,19.231932,12.067628,-11.0625,122.875,24.875,11.0,-54.0,17.0
 1297147392124,0.10896278,15.050485,7.504812,-10.3125,121.125,23.125,23.0,-63.0,0.0
 1297147392173,-9.275456,8.689782,0.8036005,-9.5625,122.125,20.8125,320.0,-43.0,-47.0
 1297147392247,-3.2961242,6.238119,-3.636633,-10.5625,121.375,22.8125,263.0,-140.0,-27.0
 1297147392274,-4.1814466,8.771504,-1.9477097,-11.8125,118.8125,25.375,253.0,-118.0,-25.0
 1297147392325,1.920469,11.563675,1.1441092,-11.3125,114.5,24.375,152.0,-79.0,9.0
 1297147392374,-0.95342433,8.117727,0.88532263,-11.5625,113.25,23.875,159.0,-81.0,-7.0
 1297147392424,-2.6832085,7.9270425,-1.3075534,-11.0625,111.4375,22.8125,226.0,-111.0,-18.0
 1297147392474,-2.0294318,8.730643,-0.6537767,-10.0625,110.6875,21.3125,225.0,-104.0,-13.0
 1297147392553,-2.3699405,7.5865335,-0.29964766,-9.0625,108.875,19.8125,237.0,-110.0,-18.0
 1297147392573,-2.5333846,9.275456,-1.2666923,-8.5625,108.125,20.5625,232.0,-107.0,-15.0
 1297147392624,-2.5606253,10.61025,3.1463003,-9.0625,105.3125,22.0625,271.0,-69.0,-13.0
 1297147392674,-0.08172209,11.836082,2.3018389,-9.8125,104.0625,23.125,24.0,-79.0,0.0
 1297147392724,1.7570249,13.375181,0.7627395,-9.0625,103.5625,22.3125,103.0,-82.0,7.0
 1297147392773,-0.50395286,12.53072,4.4810944,-9.3125,105.3125,21.3125,62.0,-70.0,-2.0
 1297147392841,-8.049625,15.431854,0.50395286,-10.5625,110.1875,21.0625,314.0,-62.0,-28.0
 1297147392874,-10.95076,12.217452,-3.6774938,-10.0625,115.0,21.5625,288.0,-133.0,-41.0
 1297147392923,-1.1849703,9.302697,3.1463003,-12.3125,119.5625,28.1875,315.0,-70.0,-7.0
 1297147392974,1.6480621,9.343558,1.2258313,-13.3125,122.125,31.1875,64.0,-78.0,10.0
 1297147393023,-2.3018389,3.9090397,0.38136974,-11.5625,127.5,30.6875,226.0,-59.0,-30.0
 1297147393074,-4.903325,2.8738933,0.08172209,-12.0625,129.5,30.4375,290.0,-30.0,-60.0
 1297147393123,-4.099725,3.7864566,-0.23154591,-11.3125,131.3125,29.6875,299.0,-137.0,-47.0
 1297147393173,-2.3018389,3.8273177,1.920469,-10.3125,131.8125,27.6875,312.0,-52.0,-28.0
 1297147393225,8.771504,19.926569,11.304889,-11.0625,127.25,23.375,20.0,-54.0,21.0
 1297147393275,-7.43671,8.349273,2.2201166,-11.0625,126.6875,22.8125,342.0,-47.0,-41.0
 1297147393324,-8.921328,8.894087,0.50395286,-11.0625,127.75,22.0625,313.0,-45.0,-45.0
 1297147393375,-4.3312707,6.851035,-5.134871,-12.0625,126.1875,24.125,258.0,-134.0,-27.0
 1297147393423,-4.3312707,6.851035,-5.134871,-12.3125,124.6875,25.375,257.0,-125.0,-28.0
 1297147393478,1.3075534,10.460427,0.10896278,-12.3125,118.3125,24.625,155.0,-83.0,7.0
 1297147393524,-1.7297841,7.246025,0.08172209,-12.0625,116.25,22.8125,189.0,-77.0,-13.0
 1297147393574,-3.214402,8.117727,-0.8036005,-12.8125,115.0,22.3125,242.0,-112.0,-22.0
 1297147393623,-2.3018389,8.689782,0.19068487,-12.8125,114.25,21.3125,241.0,-75.0,-15.0
 1297147393721,-1.4573772,9.043911,-0.38136974,-12.5625,112.4375,21.3125,213.0,-99.0,-9.0
 1297147393724,-1.4573772,9.043911,-0.38136974,-12.5625,112.4375,21.3125,213.0,-99.0,-9.0
 1297147393775,-1.607201,11.073342,2.4108016,-12.5625,108.125,24.875,248.0,-75.0,-8.0
 1297147393824,2.7240696,11.536434,0.7627395,-13.0625,106.625,25.375,143.0,-76.0,13.0
 1297147393875,-1.0351465,13.565866,2.6832085,-12.3125,106.875,24.375,125.0,-78.0,-4.0
 1297147393924,-1.3075534,12.408136,4.0180025,-12.8125,108.875,23.625,40.0,-71.0,-6.0
 1297147393984,-7.9270425,14.941522,0.10896278,-13.0625,112.4375,23.375,307.0,-62.0,-28.0
 1297147394025,-8.008764,9.888372,-2.9147544,-13.5625,117.5625,26.125,278.0,-131.0,-38.0
 1297147394074,-1.0760075,9.193735,3.3778462,-15.625,121.125,34.0,332.0,-69.0,-6.0
 1297147394124,1.56634,8.689782,0.19068487,-16.375,122.875,36.8125,86.0,-80.0,10.0
 1297147394174,-3.445948,3.486809,-0.08172209,-14.0625,126.4375,35.8125,239.0,-135.0,-45.0
 1297147394223,-4.630918,2.982856,-0.5720546,-13.8125,128.5,34.0,288.0,-147.0,-57.0
 1297147394285,-3.759216,3.1463003,-0.61291564,-13.0625,129.25,32.25,295.0,-47.0,-42.0
 1297147394345,3.9499009,17.774553,12.217452,-13.0625,126.4375,27.4375,5.0,-54.0,10.0
 1297147394374,7.1234417,19.695023,10.501288,-12.8125,124.4375,26.125,24.0,-57.0,18.0
 1297147394423,-10.378705,8.853226,3.6774938,-11.0625,123.375,25.125,336.0,-39.0,-47.0
 1297147394473,-6.701211,7.164303,-1.879608,-11.3125,124.1875,25.625,303.0,-134.0,-42.0
 1297147394523,-4.5219555,7.0553403,-4.372132,-13.3125,122.375,30.1875,258.0,-132.0,-29.0
 1297147394581,-4.5628166,10.228881,-1.6480621,-13.5625,119.8125,31.75,233.0,-78.0,-12.0
