"TIME","X","Y","Z","AZIMUTH","PITCH","ROLL"
3581,-0.0,-10.378705,-1.2666923,-0.03449131,1.4493501,3.1415927
3623,-0.7627395,-9.152874,0.08172209,0.032984916,1.4871817,1.4640607
3664,-0.42223078,-9.915613,-0.61291564,-0.14741744,1.4958766,2.5383627
3704,-0.08172209,-10.038197,-0.84446156,-0.24110992,1.4864795,3.0451188
3744,-0.14982383,-9.466142,-0.53119355,-0.31878802,1.5125576,2.8666828
3786,0.14982383,-8.853226,-1.2666923,-0.1930921,1.4277071,-3.02386
3828,0.14982383,-10.95076,-2.7240696,-0.12420588,1.3266346,-3.086648
3870,1.1849703,-9.234595,1.4573772,0.18128596,1.3701333,-0.68266827
3910,0.8036005,-10.7192135,0.27240697,0.5023151,1.4918025,-1.2439697
3958,-0.10896278,-10.038197,-1.0760075,-0.43356237,1.4634712,3.0406709
4000,1.2666923,-9.888372,-0.38136974,-0.16554424,1.4378068,-1.8632393
4041,2.2609777,-9.888372,-0.8036005,-0.12546466,1.3327348,-1.912293
4081,2.3699405,-9.084772,-1.4165162,-0.14376949,1.2757512,-2.1095238
4122,1.7570249,-9.043911,-1.4573772,-0.18444552,1.3235497,-2.2632427
4163,0.6537767,-9.302697,-1.1849703,-0.28813145,1.4263297,-2.6374266
4202,-0.040861044,-9.697687,-0.61291564,-0.32418877,1.5075397,3.0750246
4242,0.23154591,-9.915613,-0.8036005,-0.34708822,1.4866545,-2.8610559
4281,0.8036005,-9.888372,-1.1441092,-0.28192818,1.4303364,-2.5292706
4322,1.1849703,-9.534244,-1.6480621,-0.21576157,1.3610281,-2.518223
4363,1.56634,-10.269742,-1.9477097,-0.1930429,1.3320626,-2.4642985
4719,-1.879608,-12.14935,-2.5606253,1.6704739,1.3150718,2.5083828
4760,1.0351465,-9.302697,-1.525479,0.59247005,1.3751591,-2.5453935
4802,4.630918,-10.501288,-0.6537767,0.0113290595,1.151809,-1.711046
4843,2.5606253,-7.43671,-0.6946377,0.15333195,1.2281058,-1.8356977
4883,-1.0760075,-5.09401,-1.0351465,1.5003814,1.2856752,2.336842
4928,-2.4108016,-4.7535014,0.10896278,-0.8040972,1.1010226,1.5256293
4967,-1.1849703,-4.5219555,0.88532263,-1.2604109,1.2546582,0.9291368
5010,-0.53119355,-5.012288,2.4516625,-0.6553278,1.106765,0.21336864
5054,1.879608,-10.800936,9.043911,-0.36228684,0.86328006,-0.20491423
5095,6.932757,-17.774553,9.084772,-0.17627424,0.9994043,-0.6518442
5141,-1.920469,-9.847511,5.7477865,-0.5711742,1.0191319,0.3224613
5184,-1.1168685,-16.467001,-4.099725,1.6937274,1.3182659,2.8756218
5229,-2.1792557,-2.9556155,-1.6889231,0.024318082,0.8201334,2.2301064
5269,-1.1441092,-9.00305,-3.636633,0.90635175,1.1702375,2.8367896
5314,-1.56634,-11.223166,-1.879608,2.7019265,1.35615,2.4468544
5358,-1.0351465,-12.108489,-1.7978859,2.6782653,1.4011103,2.6191893
5405,1.2666923,-8.499097,0.84446156,0.24261409,1.3935539,-0.9827937
5446,4.903325,-7.246025,-0.08172209,0.2941327,0.97582096,-1.5874615
5489,3.8681788,-9.615966,-1.9477097,0.45625037,1.1476243,-2.037257
5529,1.0351465,-10.882658,0.50395286,0.397026,1.4653964,-1.1177304
5574,-0.19068487,-9.302697,2.3018389,-0.2450112,1.327432,0.08265151
5618,0.42223078,-8.962189,-2.7921712,0.4952868,1.2655518,-2.9915102
5662,0.19068487,-10.923519,-1.4982382,1.829563,1.433404,-3.0150006
5702,1.56634,-11.836082,1.3075534,0.3440948,1.4000884,-0.8752034
5746,4.9850473,-12.14935,0.61291564,0.3624464,1.1787888,-1.4484595
5785,6.2789803,-13.102775,-0.61291564,0.34863314,1.1220678,-1.6681019
5827,1.1168685,-12.217452,-0.42223078,1.2031534,1.473376,-1.9322371
5871,-1.607201,-16.126492,-0.8036005,-1.2742487,1.459828,2.0344439
5912,-7.6546354,-15.854085,-3.255263,-0.2907946,1.087613,1.972893
5956,-9.234595,-8.880466,-0.27240697,-0.20461941,0.7656344,1.6002862
5997,0.9942854,-9.193735,0.19068487,0.90053505,1.4611192,-1.3813162
6040,6.701211,-8.471856,-4.2904096,0.23305604,0.81672657,-2.1402826
6079,2.4516625,-4.4810944,-3.0645783,0.20024441,0.8515094,-2.4668517
6125,-3.5276701,-2.8738933,-0.95342433,-0.24066623,0.6664266,1.8347601
6168,-3.1463003,-2.3699405,1.0760075,-0.21298489,0.6192118,1.2412739
6214,-1.3075534,-4.7535014,1.3075534,-0.3374649,1.1997997,0.7853982
6256,0.6537767,-13.783792,11.372991,-0.08179085,0.88012767,-0.057421837
6298,7.082581,-16.630445,8.499097,0.033272408,0.9837776,-0.6947383
6341,-1.7570249,-8.812365,4.2904096,-0.22392091,1.0864822,0.38868952
6381,-2.9556155,-15.704261,-7.205164,0.09173488,1.1104305,2.7523174
6424,-4.3312707,-5.7886477,-1.3756552,-0.16942252,0.90522665,1.8783299
6463,-2.1111538,-8.580819,-2.1111538,-0.2829452,1.2359567,2.3561945
6507,-1.2258313,-10.18802,-2.7513103,-0.30626372,1.2833399,2.72245
6546,-0.42223078,-12.217452,-2.6423476,-0.4997273,1.3551809,2.9831383
6589,1.2258313,-8.117727,0.50395286,0.6732626,1.4089544,-1.1807482
6633,3.0237172,-7.246025,-0.46309182,0.381165,1.1713347,-1.7227687
6674,2.7649305,-9.112013,-1.9885708,0.3458419,1.2131072,-2.1943002
6717,1.9477097,-10.106298,0.46309182,0.6130555,1.3752334,-1.3373682
6757,1.1849703,-9.302697,0.42223078,0.74597615,1.4363877,-1.2285007
6799,0.040861044,-10.18802,0.14982383,0.48626617,1.5555536,-0.26625204
6841,-0.0,-11.727119,1.3075534,0.18312876,1.4597571,0.0
6883,3.0645783,-11.836082,0.53119355,0.6491775,1.3138269,-1.3991683
6926,6.932757,-13.783792,0.14982383,0.4129247,1.1046863,-1.5491887
6965,5.7477865,-13.143636,-0.53119355,0.46394598,1.1569859,-1.6629516
7007,-0.61291564,-13.252599,0.61291564,-0.33887753,1.5054836,0.7853982
7050,-3.445948,-16.467001,-3.173541,-0.56164676,1.2936319,2.3150654
7095,-10.923519,-11.304889,-1.9885708,-0.18422648,0.7944055,1.7508693
7138,-0.23154591,-10.038197,1.334794,0.056131687,1.4366499,0.17176016
7184,4.7535014,-10.147159,-2.6423476,0.22564122,1.0787905,-2.078138
7224,1.6889231,-5.407278,-3.1054392,0.08805117,0.99179065,-2.643476
7267,-2.7513103,-2.7513103,-1.879608,-0.120702915,0.69022125,2.1701362
7306,-2.4108016,-1.879608,-0.29964766,-0.10972494,0.658502,1.6944559
7348,-1.3075534,-3.2961242,1.1441092,-0.19784084,1.085693,0.8519663
7393,-1.9477097,-7.246025,8.049625,-0.1350312,0.7187858,0.23740003
7433,5.938472,-18.918663,10.56939,-0.1525397,1.0009029,-0.5118998
7476,-1.9885708,-8.117727,7.3141265,-0.21470262,0.8196639,0.26546404
7532,-4.440233,-14.818938,-6.891896,0.32455322,1.0654701,2.569257
7580,-2.1111538,-6.2789803,-2.6423476,0.33086407,1.076711,2.4674807
7641,-1.1441092,-10.18802,-3.6774938,0.42839614,1.2093736,2.8399737
7684,-0.46309182,-12.871228,-1.3075534,0.94083446,1.4634401,2.8012106
7723,0.8036005,-9.275456,1.4573772,-0.5131696,1.3932607,-0.5039189
7766,2.2201166,-6.782933,-0.53119355,-0.047093187,1.2461559,-1.8056451
7806,2.4108016,-7.5456724,-0.8036005,-0.034100924,1.2459496,-1.8925469
7850,1.7297841,-9.466142,-0.27240697,-0.12690777,1.3878785,-1.7269938
7893,1.6480621,-9.888372,0.10896278,-0.22215535,1.4052942,-1.5047767
7933,0.53119355,-9.847511,0.040861044,-0.38366902,1.5167481,-1.4940244
7976,0.19068487,-11.372991,-0.040861044,-0.25619468,1.5536506,-1.7818897
8015,1.6480621,-12.5579605,1.607201,-0.3058754,1.3894992,-0.79794985
8054,3.9499009,-12.176591,1.3756552,-0.11653459,1.239928,-1.2356583
8096,7.4639506,-14.137921,-0.8036005,-0.025040245,1.0826657,-1.6780474
8140,3.1054392,-11.727119,-1.2258313,0.041517135,1.2934417,-1.9467573
8180,-1.9477097,-17.079916,-0.10896278,0.7438876,1.4570756,1.6266822
8223,-9.152874,-14.328606,-4.0180025,0.09892246,0.9616671,1.9844551
8262,-8.962189,-9.724928,1.2258313,-0.05529745,0.8215718,1.4348618
8305,0.92618364,-9.847511,-0.50395286,0.4074391,1.4641281,-2.069112
8344,5.938472,-8.771504,-3.5957718,0.14845313,0.9012866,-2.1152534
8386,0.7218784,-3.9499009,-2.9556155,0.22262296,0.91444737,-2.9020429
8426,-3.214402,-1.9885708,-1.2666923,-0.008855266,0.5222599,1.9461783
8478,-2.3699405,-1.1441092,0.040861044,-0.08639753,0.44970146,1.5535567
8518,-1.334794,-5.8976107,4.2086873,-0.32014865,0.92815584,0.30711743
8561,6.4015636,-18.496431,14.1787815,-0.21946238,0.8715053,-0.4240915
8609,3.1463003,-10.841797,5.6252036,-0.25972283,1.0344397,-0.50997204
8648,-2.5606253,-9.534244,-2.3699405,0.7187155,1.2199848,2.3175397
8692,-8.921328,-14.669114,-2.3699405,0.06784665,1.0091366,1.8304483
8731,-0.27240697,-6.6331096,-3.9090397,0.44241008,1.0372049,3.0720186
8774,-0.5720546,-9.615966,-4.8216033,0.4508442,1.1032101,3.0235007
8820,0.313268,-12.789507,-2.5606253,0.7513177,1.3717612,-3.0198572
8864,0.7218784,-9.275456,2.2609777,-0.45348904,1.3202893,-0.30904704
8904,1.920469,-6.701211,-0.6537767,0.17019373,1.2768312,-1.8989162
8947,1.0760075,-7.9270425,0.9942854,-0.2807863,1.3880408,-0.8248514
8987,1.3756552,-9.493382,-1.2258313,0.3472063,1.3790891,-2.2986665
9030,0.46309182,-9.275456,-0.95342433,0.63546133,1.4570158,-2.6894388
9072,-0.19068487,-9.847511,-0.5720546,1.4068244,1.5096394,2.819842
9117,-0.10896278,-11.985906,1.4165162,-0.7371935,1.4528158,0.07677189
9160,3.1054392,-11.9450445,1.6480621,-0.08958726,1.2845594,-1.08289
9200,5.6252036,-12.762266,0.84446156,0.0031902841,1.151518,-1.421788
9242,6.742072,-12.5579605,-1.7570249,0.042552564,1.0642692,-1.825732
9281,0.46309182,-12.721405,0.38136974,-0.5168015,1.5236734,-0.88187194
9323,-3.255263,-18.918663,-3.759216,0.39880207,1.3137608,2.4279158
9367,-12.789507,-13.525005,-1.4165162,0.084398866,0.8102973,1.6811029
9408,1.0760075,-9.384419,1.0351465,-0.45294434,1.4130158,-0.80475056
9450,3.568531,-9.956474,-2.7921712,-0.014770466,1.1437191,-2.2347395
9490,3.5957718,-5.6660647,-4.140586,0.007395377,0.8017271,-2.426501
9544,-3.9771416,-1.56634,-1.3756552,0.061877657,0.35631317,1.9038054
9583,-3.8681788,-0.95342433,-0.14982383,0.04345344,0.24148782,1.6095093
9627,-1.4573772,-3.486809,1.2258313,-0.17327043,1.0709038,0.87147933
9668,0.10896278,-12.489859,9.765789,-0.30702466,0.90716124,-0.011157137
9708,10.760075,-16.630445,8.921328,-0.23005377,0.8718587,-0.87855333
9752,-3.7864566,-5.6660647,4.099725,-0.20881462,0.79298186,0.74569535
9791,-4.0180025,-16.04477,-4.372132,0.677605,1.2163377,2.3983772
9834,-4.3312707,-7.5865335,-3.405087,0.32954204,0.94268876,2.2370431
9878,-0.23154591,-8.771504,-4.099725,0.38320938,1.1329632,3.085174
9918,-0.6946377,-10.923519,-3.0645783,0.48436508,1.290694,2.9186924
9961,0.6537767,-11.9450445,1.2258313,-0.7105638,1.455011,-0.48995733
10002,0.9942854,-7.1234417,0.46309182,-0.3023282,1.4180202,-1.1349194
10046,2.7921712,-7.3958488,-0.040861044,-0.06349299,1.209772,-1.5854294
10106,1.1168685,-8.471856,-1.0351465,0.18694201,1.3929474,-2.318238
10148,0.7627395,-9.697687,-0.29964766,0.08335951,1.486493,-1.94513
10187,0.313268,-10.337844,-0.040861044,0.0045359726,1.5402434,-1.7004988
10229,0.10896278,-11.75436,1.0351465,-0.5838864,1.4824758,-0.104876935
10269,2.3018389,-12.217452,0.9942854,0.011638872,1.3683763,-1.1630515
10313,5.9793324,-14.437569,1.1441092,0.06641997,1.1717545,-1.3817376
10387,6.742072,-12.762266,-1.3075534,0.09331922,1.0771158,-1.7623576
10396,0.14982383,-13.715691,0.95342433,-0.21295138,1.5005457,-0.1558682
10437,-2.6832085,-17.774553,-5.366417,0.11382967,1.2452538,2.6779451
10477,-13.102775,-13.102775,0.19068487,-0.11963805,0.7853452,1.5562444
10519,-1.56634,-9.152874,0.19068487,-0.84943056,1.40008,1.4496533
10559,2.6014864,-9.656827,-2.7513103,0.43751112,1.1971152,-2.384177
10612,2.9556155,-3.568531,-2.7513103,0.2319442,0.7237582,-2.3204103
10656,-3.0237172,-1.0760075,-2.5606253,-0.08340924,0.26516774,2.273457
10697,-3.5276701,-1.3756552,-0.08172209,-0.19852109,0.37173176,1.5939583
10740,-1.879608,-4.099725,2.7649305,-0.29935303,0.88667667,0.59704196
10779,1.9885708,-15.213928,15.894946,-0.14064424,0.759632,-0.12446046
10820,8.539958,-14.669114,6.4424243,0.06022354,0.9407075,-0.92449415
10860,-5.202973,-9.534244,3.0645783,-0.40427136,1.0062217,1.0385004
10904,-6.5513873,-13.525005,-5.597963,-0.09387278,1.003516,2.2778797
10944,-1.3075534,-6.0474343,-4.399372,0.12059312,0.92160517,2.852694
10987,-0.53119355,-9.847511,-4.4810944,0.19130015,1.1411158,3.0236022
11031,-0.38136974,-11.9450445,-3.8681788,0.08623044,1.2562015,3.0433187
11072,1.6480621,-10.760075,2.9147544,0.1809647,1.269106,-0.5146053
11117,0.84446156,-7.3958488,-1.8387469,0.457933,1.3037465,-2.7110655
11162,2.6014864,-7.8861814,1.0351465,0.42592683,1.2296433,-1.1920966
11206,1.920469,-8.19945,-0.38136974,0.7418726,1.3363932,-1.7668276
11246,0.5720546,-9.193735,-1.2258313,2.1462178,1.424707,-2.7049654
11289,0.19068487,-10.147159,-0.42223078,2.9732397,1.5251714,-2.7173982
11329,-0.08172209,-11.3321295,0.6537767,0.17707813,1.5127196,0.124354996
11371,1.2258313,-12.067628,1.1168685,0.7395892,1.4342325,-0.8318763
11415,5.5571017,-13.947236,1.6889231,0.5287157,1.1762046,-1.2757456
11456,7.43671,-13.211738,-1.879608,0.41141242,1.0447731,-1.818359
11498,1.607201,-13.824653,0.5720546,1.1232717,1.4480168,-1.2288464
11542,-1.525479,-17.543009,-1.879608,-0.61441326,1.4336728,2.459822
11582,-13.565866,-11.9450445,-1.56634,0.58459353,0.71866614,1.6857492
11626,-2.3018389,-8.921328,0.88532263,0.80022573,1.3010907,1.2036225
11670,2.9556155,-8.853226,-2.0294318,-2.3619916,1.1860135,-2.1724968
11710,3.9499009,-5.8976107,-3.7864566,-2.33465,0.8228465,-2.3350708
11753,-2.2201166,-2.6423476,-2.1792557,-1.6297551,0.7041266,2.346907
11803,-2.6832085,-1.7297841,-0.0,2.1889303,0.5726192,1.5707964
11847,-1.4982382,-4.2495484,2.3426998,2.1682477,0.99134815,0.56898314
11916,10.923519,-18.04696,9.507003,-3.0234144,0.8945815,-0.8546207
11955,-3.718355,-9.234595,5.7886477,2.4422965,0.9304861,0.57098067
11999,-7.014479,-15.173067,-4.1814466,1.2748455,1.0770531,2.1083553
12043,-1.7570249,-4.140586,-4.2904096,1.9899448,0.7289847,2.7529032
12082,-0.6946377,-9.425281,-4.903325,-0.16324395,1.0870156,3.0008624
12127,-1.6889231,-12.639683,-4.862464,0.040731493,1.1840613,2.8072903
12172,1.334794,-11.604536,1.1849703,-2.7149339,1.4181825,-0.8447877
12222,0.8036005,-7.04172,-1.4165162,-1.0497942,1.3435159,-2.6255586
12265,2.3426998,-7.8589406,1.4982382,-2.6387587,1.2307031,-1.0018132
12309,1.6889231,-8.539958,0.6946377,-2.4483178,1.360128,-1.1805949
12349,0.84446156,-9.466142,-0.61291564,-1.4250793,1.4610103,-2.198633
12392,0.7218784,-9.302697,-0.53119355,-1.4274826,1.4747491,-2.2051792
12438,1.2666923,-11.563675,-0.29964766,-1.8106122,1.4587045,-1.8030853
12483,1.920469,-12.14935,0.84446156,-2.471769,1.3998041,-1.1565272
12524,4.630918,-13.525005,0.7627395,-2.2224736,1.2367878,-1.407556
12567,5.6660647,-13.443283,-0.53119355,-1.9479263,1.170343,-1.6642731
12622,-0.88532263,-13.756551,2.5333846,2.3393357,1.3781364,0.33619583
12665,-2.7921712,-17.583868,-7.014479,-0.01686527,1.1652399,2.7627614
12710,-10.501288,-11.917805,1.334794,1.6716211,0.84452087,1.4443667
12749,-0.46309182,-8.158588,-0.29964766,0.5843407,1.5032911,2.145101
12792,3.3778462,-7.9679036,-2.1383946,-1.8662008,1.1057572,-2.1351738
12832,3.336985,-4.862464,-3.0645783,-2.074637,0.8207049,-2.313667
12874,-3.3642259,-2.4925237,-2.3426998,2.4043934,0.54628134,2.1790726
12918,-3.636633,-1.3075534,-0.14982383,2.4546347,0.3448878,1.6119715
12959,-1.3756552,-3.8273177,2.6423476,2.7340288,0.9093959,0.48000607
13003,4.2086873,-16.3989,16.43976,-3.0455902,0.76828694,-0.2506239
13048,0.5720546,-10.419566,6.3198414,-3.095698,1.0237739,-0.09027124
13088,-4.671779,-8.853226,0.3405087,2.1449468,1.0841469,1.4980386
13132,-7.6273947,-13.211738,-5.597963,1.8485138,0.94933265,2.203932
13175,-1.0760075,-6.973618,-3.0237172,0.7744483,1.1394684,2.7997105
13214,-0.88532263,-11.073342,-4.0588636,0.23240049,1.2118837,2.9268355
13257,-0.0,-11.985906,-2.1383946,-0.25687623,1.3942448,3.1415927
13301,1.7978859,-10.18802,1.7297841,-2.680681,1.3306366,-0.8047008
13341,1.9885708,-6.742072,-1.525479,-1.4799488,1.2148876,-2.2251666
13384,2.3018389,-7.3549876,0.7218784,-2.2591057,1.2538602,-1.266901
13423,1.7297841,-8.471856,0.10896278,-1.9692382,1.3689965,-1.5078874
13466,0.92618364,-10.079058,-0.9125633,-1.0922076,1.4425027,-2.3487873
13505,0.38136974,-10.651112,-0.38136974,-1.0691141,1.5202025,-2.3561945
13548,0.10896278,-11.836082,1.56634,2.9462948,1.4389105,-0.06945332
13587,2.4108016,-12.408136,1.0760075,-2.338224,1.3611563,-1.1510005
13628,6.1700177,-13.293459,1.6480621,-2.2128434,1.1229417,-1.3097818
13668,7.8589406,-12.176591,-1.7978859,-1.7789941,0.9859706,-1.7956957
13709,1.56634,-14.206022,1.4982382,-2.5319595,1.4193866,-0.8076168
13752,-1.6889231,-19.19107,-5.7886477,0.44727066,1.2663555,2.8577082
13791,-14.7916975,-12.912089,-0.29964766,2.400808,0.71755373,1.5910513
13834,-2.3426998,-8.430995,0.84446156,2.687217,1.2835939,1.2248291
13873,1.4982382,-8.390134,-2.3699405,2.3054519,1.2482848,-2.5778441
13915,5.243834,-5.5162406,-3.718355,3.0940049,0.7091826,-2.1875975
13961,-2.2609777,-1.3075534,-2.3699405,3.0598457,0.37981382,2.3797195
14000,-2.6832085,0.040861044,-0.88532263,3.1209123,-0.014460561,1.8894981
14043,-0.50395286,-3.255263,1.6889231,-2.8531177,1.0745543,0.28997642
14088,1.1849703,-14.560152,13.252599,-2.9159946,0.8303939,-0.089177035
14129,5.7477865,-13.947236,6.701211,-2.8142717,1.0064676,-0.70896095
14174,-4.399372,-5.202973,0.7627395,2.9545436,0.8615819,1.3991282
14213,-9.00305,-18.237646,-5.243834,2.5804565,1.0517598,2.098212
14257,-3.1054392,-6.6331096,-3.255263,2.6569786,0.9748136,2.3797448
14297,-0.9942854,-8.580819,-4.9850473,-1.8976039,1.0359873,2.9447227
14340,-0.27240697,-12.5579605,-3.2961242,-1.0413619,1.313276,3.0591354
14380,0.9942854,-11.563675,2.6423476,2.6702516,1.3313348,-0.35989997
14432,0.84446156,-6.0474343,-2.1792557,-1.46055,1.2020081,-2.7719083
14472,2.1792557,-7.082581,0.5720546,-2.6637444,1.2628026,-1.314088
14514,1.6480621,-9.112013,-1.3756552,-1.7497193,1.3394198,-2.266347
14553,1.1168685,-10.528529,-0.10896278,-2.351199,1.464613,-1.6680496
14596,-0.23154591,-10.106298,0.50395286,1.6652212,1.5159757,0.43069252
14635,-0.10896278,-11.182305,0.5720546,1.7545323,1.5187662,0.1882215
14678,2.4516625,-12.299174,0.8036005,3.0957263,1.364024,-1.2540541
14723,5.284695,-12.340035,1.1849703,3.1034682,1.1572199,-1.3502179
14763,7.4639506,-13.0619135,-1.1168685,-2.6173766,1.0468674,-1.7193294
14807,0.95342433,-13.1708765,1.4982382,2.3325868,1.4367707,-0.5667292
14851,-1.7570249,-17.120777,-1.8387469,-0.43578243,1.4233272,2.378918
14891,-11.372991,-14.601013,-3.3642259,0.27026206,0.8886111,1.8584032
14935,-4.903325,-8.880466,1.3075534,0.9594206,1.05164,1.3101939
14979,2.2201166,-8.662541,-1.2666923,-2.0329285,1.2838684,-2.0892816
15018,5.8976107,-6.66035,-3.255263,-2.08628,0.77972436,-2.0751455
15062,-2.0294318,-1.9477097,-2.070293,-0.26726624,0.59157246,2.3661609
15110,-2.4516625,-0.8036005,-0.7627395,2.1460729,0.30332285,1.8724154
15153,-0.61291564,-4.372132,1.920469,2.5293815,1.1387664,0.30893075
15201,2.9556155,-17.583868,14.859799,3.0861356,0.85958594,-0.19633774
15245,1.607201,-12.680544,6.238119,-3.010308,1.1007618,-0.25215802
15285,-4.5219555,-13.402422,-0.27240697,1.6821158,1.2448426,1.6309646
15324,-6.8237944,-11.454713,-5.09401,1.3132834,0.9315309,2.212058
15363,-2.070293,-5.434519,-1.9477097,1.0303409,1.088886,2.3256955
