"TIME","X","Y","Z","AZIMUTH","PITCH","ROLL"
9030,0.6946377,9.888372,-0.29964766,1.2273868,-1.4944394,-1.9780521
9069,1.4165162,10.923519,-0.50395286,1.2130413,-1.434018,-1.9126015
9108,0.92618364,10.337844,1.0760075,2.4509656,-1.4343178,-0.7107074
9148,1.7570249,12.598822,0.6946377,1.8846033,-1.4219426,-1.194306
9187,2.4925237,14.056199,3.5957718,2.3490937,-1.269038,-0.6061353
9226,1.5390993,10.269742,4.4810944,2.6052487,-1.1385365,-0.33084124
9270,2.0294318,9.275456,4.5628166,2.2272716,-1.0769126,-0.41850126
9313,1.9477097,9.234595,4.630918,2.3014965,-1.072553,-0.3981279
9353,-0.14982383,9.343558,3.2961242,-2.6392305,-1.2313324,0.04542328
9395,-1.4982382,8.689782,0.313268,-1.3175268,-1.3964422,1.3646749
9435,0.92618364,6.238119,-2.5606253,0.38882902,-1.1592202,-2.794531
9474,1.4165162,5.6660647,0.3405087,1.6708004,-1.319126,-1.3348877
9514,1.56634,6.3607025,1.879608,2.2265596,-1.2035846,-0.69473827
9553,0.7218784,8.308413,1.0351465,2.678216,-1.4200552,-0.6089576
9594,1.4573772,10.18802,0.7627395,2.0951169,-1.4107229,-1.0886323
9635,1.6480621,10.691973,-0.3405087,1.3951237,-1.4146814,-1.774541
9674,2.1111538,11.686258,0.3405087,1.713348,-1.3898112,-1.4108832
9713,1.7297841,13.6748295,1.920469,2.4801977,-1.3839931,-0.73320675
9754,-0.88532263,14.982383,2.982856,-2.395829,-1.366032,0.28852183
9796,-2.9147544,9.466142,1.5390993,-1.3217574,-1.2357218,1.0849712
9836,-3.1463003,8.008764,1.7570249,-1.2178915,-1.1479722,1.0614952
9875,-4.099725,7.7363577,6.2108784,-0.9328793,-0.8047918,0.58343416
9923,-1.1441092,6.8237944,2.6014864,-1.8516666,-1.1761663,0.4143314
9964,0.9942854,7.5456724,1.8387469,2.6106472,-1.3005468,-0.49570662
10003,4.8216033,7.8861814,-2.7513103,0.68775564,-0.9574345,-2.0893338
10044,0.5720546,8.281172,-3.8681788,0.2023582,-1.1296469,-2.9947696
10084,-0.88532263,7.4639506,2.3699405,-2.1622233,-1.2439996,0.35751045
10124,-0.53119355,9.084772,1.2666923,-2.4281633,-1.4207386,0.39707944
10163,1.3756552,10.419566,-1.3756552,0.7493547,-1.3862087,-2.3561945
10205,1.7297841,9.615966,0.61291564,1.7582159,-1.382219,-1.2302686
10245,2.2201166,10.800936,0.92618364,1.7428714,-1.351655,-1.1755697
10289,2.8738933,13.293459,1.4982382,1.7717075,-1.3316587,-1.090233
10331,1.4982382,11.958665,4.399372,2.5420492,-1.2001301,-0.32823795
10372,1.607201,9.724928,4.440233,2.2397375,-1.1187574,-0.34729245
10413,2.1792557,9.956474,5.053149,1.8884994,-1.0658749,-0.40716672
10453,1.2666923,9.765789,4.140586,2.5740502,-1.1534567,-0.29688004
10493,-0.7218784,8.539958,1.6480621,-2.3868735,-1.3631494,0.41284385
10533,0.3405087,6.510526,-1.9885708,0.20860222,-1.2702954,-2.9720044
10592,1.607201,5.134871,0.313268,1.4255158,-1.2621028,-1.3782947
10634,1.2666923,5.8567495,1.879608,2.199398,-1.2015427,-0.5930025
10674,0.9942854,8.430995,1.1849703,2.4046447,-1.3893428,-0.6981205
10714,2.2201166,11.563675,0.95342433,1.8329394,-1.364814,-1.1651644
10753,2.3699405,11.141444,-1.0351465,1.0332466,-1.3427159,-1.9826037
10795,2.4925237,12.026767,0.3405087,1.5435898,-1.3645962,-1.4350247
10837,1.1849703,17.24336,4.440233,2.951674,-1.3103346,-0.2607933
10877,-2.7240696,12.408136,2.4516625,-1.7047396,-1.2836021,0.8379812
10916,-3.445948,8.349273,0.53119355,-1.0577712,-1.1752107,1.41785
10955,-4.5628166,7.43671,3.5957718,-1.0211939,-0.9076394,0.9033786
10994,-3.568531,6.782933,5.012288,-0.9495851,-0.834069,0.61870545
11034,-0.53119355,7.3549876,1.4573772,-2.4426115,-1.3629425,0.34952116
11073,2.5333846,8.117727,2.0294318,1.7102618,-1.1904037,-0.89540005
11116,4.1814466,7.8589406,-4.372132,0.5025564,-0.91474444,-2.3784838
11156,-0.0,7.5865335,-2.4516625,0.10058949,-1.2582299,3.1415927
11195,-0.84446156,6.510526,2.5333846,-2.1047668,-1.1815537,0.32175058
11235,-0.29964766,7.9679036,0.88532263,-2.5693548,-1.4540272,0.32635882
11274,2.3426998,10.337844,-1.1168685,0.9855315,-1.3248302,-2.0156667
11314,1.3075534,10.991621,0.50395286,1.9183656,-1.4439913,-1.2029246
11355,1.5390993,12.067628,0.27240697,1.7249348,-1.4419917,-1.3956194
11396,3.0645783,14.560152,2.3426998,2.041971,-1.3118144,-0.9181147
11436,1.334794,11.686258,4.399372,2.8752239,-1.19599,-0.29457822
11475,1.1168685,9.466142,4.0588636,2.9683003,-1.152347,-0.2685222
11514,1.1849703,9.425281,4.6036777,3.0700884,-1.1036667,-0.25192782
11554,0.10896278,9.425281,3.9090397,-2.5917842,-1.1775105,-0.027867349
11593,-1.1168685,8.730643,1.9885708,-2.0131729,-1.3152722,0.51173884
11635,-0.42223078,6.891896,0.040861044,-1.3114792,-1.5093223,1.4743226
11675,1.56634,5.134871,-1.920469,0.6419412,-1.1211432,-2.4574099
