Processing Walking
0,1309908714919,-0.67172337
1,1309908714919,-0.67172337
2,1309908714919,-0.67172337
3,1309908714919,-0.67172337
4,1309908714919,-0.67172337
5,1309908714919,-0.67172337
6,1309908714922,-0.716815
7,1309908714946,-1.0474949
8,1309908714972,-0.9378166
9,1309908714996,-0.6433315
10,1309908715021,-0.39883232
11,1309908715047,-0.21593285
12,1309908715071,-0.19916916
13,1309908715096,-0.1910963
14,1309908715121,-0.27792454
15,1309908715147,-0.27221298
16,1309908715171,-0.26279068
17,1309908715196,-0.24106789
18,1309908715221,-0.2728176
19,1309908715247,-0.26282883
20,1309908715271,-0.1847086
21,1309908715296,-0.0931015
22,1309908715322,0.020629883
23,1309908715346,0.06937122
24,1309908715371,0.032357216
25,1309908715397,-0.0691576
26,1309908715421,-0.1391592
27,1309908715446,-0.16976261
28,1309908715472,-0.15765381
29,1309908715496,-0.07988453
30,1309908715521,-0.014043808
31,1309908715546,-0.17946815
32,1309908715572,-0.10696411
33,1309908715596,-0.054535866
34,1309908715622,-0.03811741
35,1309908715646,0.10388374
36,1309908715672,0.11245823
37,1309908715696,0.126688
38,1309908715722,0.17349625
39,1309908715746,0.2708416
40,1309908715772,0.13887596
41,1309908715796,0.047924995
42,1309908715821,-0.017912865
43,1309908715847,0.18070984
44,1309908715871,0.19557285
45,1309908715896,0.1485014
46,1309908715922,0.3347025
47,1309908715946,0.24963665
48,1309908715971,0.16915703
49,1309908715996,0.04061508
50,1309908716022,0.04881859
51,1309908716046,0.07492256
52,1309908716071,0.07373905
53,1309908716097,0.15640545
54,1309908716121,0.2348423
55,1309908716146,0.3172388
56,1309908716171,0.20878029
57,1309908716196,0.15655899
58,1309908716222,-0.03966999
59,1309908716246,0.039111137
60,1309908716271,0.11991501
61,1309908716297,0.06810093
62,1309908716321,0.039839745
63,1309908716347,0.095062256
64,1309908716371,0.09806919
65,1309908716397,0.08187103
66,1309908716421,0.037848473
67,1309908716446,0.022234917
68,1309908716472,0.017533302
69,1309908716496,-0.02178669
70,1309908716522,0.08157444
71,1309908716546,0.12587261
72,1309908716571,0.05219841
73,1309908716596,0.006942749
74,1309908716622,-0.025196075
75,1309908716646,-0.07801819
76,1309908716672,-0.030448914
77,1309908716697,0.043831825
78,1309908716721,-0.0056114197
79,1309908716746,-0.029418945
80,1309908716771,0.13737488
81,1309908716797,0.14722729
82,1309908716821,0.14451313
83,1309908716846,0.24825382
84,1309908716872,0.17380238
85,1309908716897,0.051107407
86,1309908716921,0.06405258
87,1309908716946,0.0702858
88,1309908716971,0.12915325
89,1309908716997,0.14807415
90,1309908717021,0.15853214
91,1309908717046,0.17821407
92,1309908717072,0.11588001
93,1309908717097,0.033680916
94,1309908717121,0.061645508
95,1309908717146,0.07510948
96,1309908717171,0.18392181
97,1309908717196,0.14817905
98,1309908717221,0.11171532
99,1309908717246,0.15685558
100,1309908717272,0.13842583
101,1309908717298,0.10210705
102,1309908717321,0.04052353
103,1309908717346,0.10894966
104,1309908717371,0.13767529
105,1309908717397,0.13767529
106,1309908717421,0.14561462
107,1309908717446,0.17615414
108,1309908717472,0.14521599
109,1309908717496,0.13195705
110,1309908717521,0.08214569
111,1309908717547,0.14130783
112,1309908717571,0.19076824
113,1309908717597,0.18547821
114,1309908717621,0.17643356
115,1309908717646,0.16533375
116,1309908717671,0.16371918
117,1309908717696,0.16294098
118,1309908717721,0.14239502
119,1309908717747,0.20331001
120,1309908717771,0.18595028
121,1309908717796,0.15811157
122,1309908717822,0.21726418
123,1309908717846,0.17409611
124,1309908717871,0.13309097
125,1309908717896,0.027292252
126,1309908717922,0.0045490265
127,1309908717946,0.0090789795
128,1309908717971,0.19979
129,1309908717996,0.29161453
130,1309908718021,0.34591198
131,1309908718047,0.35031414
132,1309908718071,0.35031414
133,1309908718096,0.17715359
134,1309908718122,0.24725819
135,1309908718147,0.3564558
136,1309908718171,0.281415
137,1309908718196,0.24528313
138,1309908718221,0.15347385
139,1309908718247,0.040715218
140,1309908718271,-0.045451164
141,1309908718296,-0.013771057
142,1309908718322,-0.093930244
143,1309908718347,-0.20158291
144,1309908718371,-0.035861015
145,1309908718396,0.043930054
146,1309908718421,0.045262337
147,1309908718446,0.023590088
148,1309908718471,0.0057706833
149,1309908718496,-0.034632683
150,1309908718522,-0.017271042
151,1309908718546,0.01629448
152,1309908718572,-0.01772976
153,1309908718596,-0.03231144
154,1309908718621,0.10779476
155,1309908718646,0.07995224
156,1309908718671,0.04787731
157,1309908718696,0.009278297
158,1309908718722,-0.028634071
159,1309908718747,-0.06317711
160,1309908718771,0.031368256
161,1309908718796,0.0768919
162,1309908718821,0.041880608
163,1309908718846,0.039042473
164,1309908718871,-3.271103E-4
165,1309908718896,-0.019593239
166,1309908718922,-0.033132553
167,1309908718946,-0.021334648
168,1309908718971,-0.009978294
169,1309908718996,0.06300926
170,1309908719022,0.045604706
171,1309908719046,0.02183628
172,1309908719071,-0.012406349
173,1309908719096,-0.06185341
174,1309908719122,-0.05733967
175,1309908719146,-0.043017387
176,1309908719171,0.037135124
177,1309908719196,0.012599945
178,1309908719222,-0.012791634
179,1309908719246,-0.030560493
180,1309908719272,-0.018530846
181,1309908719297,0.0016021729
182,1309908719321,-0.0052900314
183,1309908719346,-0.008607864
184,1309908719371,-0.042469025
185,1309908719397,-0.037965775
186,1309908719421,-0.032610893
187,1309908719446,-0.007153511
188,1309908719472,-0.062374115
189,1309908719496,-0.08014393
190,1309908719521,-0.045214653
191,1309908719546,-0.06250191
192,1309908719573,-0.054961205
193,1309908719596,-0.04122734
194,1309908719621,-0.049503326
195,1309908719646,-0.053642273
196,1309908719672,-0.04213524
197,1309908719696,-0.047911644
198,1309908719721,-0.053642273
199,1309908719746,-0.053642273
200,1309908719772,-0.053642273
201,1309908719796,-0.104486465
202,1309908719822,-0.06925583
203,1309908719846,-0.016439438
204,1309908719871,-0.030220985
205,1309908719896,-0.03685665
206,1309908719921,-0.03685665
207,1309908719947,-0.047657013
208,1309908719971,-0.061444283
209,1309908719996,-0.07106972
210,1309908720022,-0.020990372
211,1309908720047,-0.017036438
212,1309908720071,-0.05511093
213,1309908720097,-0.06586933
214,1309908720121,-0.050517082
215,1309908720146,-0.06807518
216,1309908720172,-0.08546257
217,1309908720196,-0.02917099
218,1309908720221,-0.008504868
219,1309908720247,1.6403198E-4
220,1309908720271,0.012179375
221,1309908720296,0.018187523
222,1309908720322,-0.017603874
223,1309908720346,-0.036441803
224,1309908720371,-0.05155754
225,1309908720397,-0.050709724
226,1309908720421,-0.04844284
227,1309908720447,-0.042634964
228,1309908720471,-0.038282394
229,1309908720497,-0.034049988
230,1309908720521,-0.06388283
231,1309908720546,-0.07824707
232,1309908720571,-0.044003487
233,1309908720597,-0.024197578
234,1309908720693,-0.026230812
235,1309908720693,-0.026230812
236,1309908720693,-0.026230812
237,1309908720696,-0.04844284
238,1309908720722,-0.09188652
239,1309908720746,-0.0142297745
240,1309908720772,-0.0055503845
241,1309908720796,-0.011082649
242,1309908720821,-0.016622543
243,1309908720847,0.013577461
244,1309908720871,-0.018791199
245,1309908720896,-0.012187004
246,1309908720922,0.042812347
247,1309908720946,0.044587135
248,1309908720971,0.0069713593
249,1309908720997,0.0029888153
250,1309908721021,0.021817207
251,1309908721046,0.019983292
252,1309908721072,0.022143364
253,1309908721096,0.025298119
254,1309908721121,0.027801514
255,1309908721146,-0.04279518
Finding Upper-band Group Highest Peaks
Total Peaks Found: 0
Peaks after filtering:
Peaks Found=0
Final Height Found = 0.0
Final Speed  Found = 0.0
